review,rating,date,bank,source
good but these week not oky,4,2025-05-06 12:56:15,CBE,Google Play
well designed! Fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06 11:34:36,CBE,Google Play
Good app,5,2025-05-06 11:11:13,CBE,Google Play
If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05 21:48:43,CBE,Google Play
"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05 18:08:53,CBE,Google Play
CBE mobilr bankg,5,2025-05-05 14:25:29,CBE,Google Play
wow,1,2025-05-05 12:25:17,CBE,Google Play
verygood,3,2025-05-05 03:06:27,CBE,Google Play
ممتاز جدا,5,2025-05-04 20:08:37,CBE,Google Play
it's very low quality application,1,2025-05-04 19:23:40,CBE,Google Play
Very Amazing Apps,5,2025-05-04 18:03:08,CBE,Google Play
አዛ,1,2025-05-04 17:41:19,CBE,Google Play
wow simple life,5,2025-05-04 06:07:03,CBE,Google Play
it's nice,5,2025-05-03 20:32:24,CBE,Google Play
Why stacked sometimes,5,2025-05-03 14:48:40,CBE,Google Play
good app,5,2025-05-03 14:18:05,CBE,Google Play
nice,5,2025-05-03 12:54:17,CBE,Google Play
okay 👍 but sometimes busy,1,2025-05-03 12:04:28,CBE,Google Play
the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03 11:10:57,CBE,Google Play
nice,5,2025-05-03 10:38:48,CBE,Google Play
Very good app. but disappointed by general cessation of system.,5,2025-05-02 21:48:08,CBE,Google Play
excellent,5,2025-05-02 21:34:09,CBE,Google Play
good,5,2025-05-02 20:46:24,CBE,Google Play
good,5,2025-05-02 18:41:21,CBE,Google Play
Good and fast,5,2025-05-02 18:26:06,CBE,Google Play
Unreliable!,1,2025-05-02 18:00:51,CBE,Google Play
Best the best fast,5,2025-05-02 17:41:29,CBE,Google Play
good app,5,2025-05-02 17:38:21,CBE,Google Play
happy,5,2025-05-02 17:21:51,CBE,Google Play
fast and reliable,5,2025-05-02 17:09:37,CBE,Google Play
network errorrrrrr,2,2025-05-02 16:52:00,CBE,Google Play
Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02 16:42:07,CBE,Google Play
its good and simple to use,5,2025-05-02 15:47:48,CBE,Google Play
worest app like that bank for security and network access,1,2025-05-02 15:44:39,CBE,Google Play
it's the best app i,5,2025-05-02 15:03:06,CBE,Google Play
not bad not good,1,2025-05-02 14:57:44,CBE,Google Play
its very nice,5,2025-05-02 14:56:32,CBE,Google Play
do not work this week,3,2025-04-30 10:24:09,CBE,Google Play
It crashes frequently,4,2025-04-30 07:14:38,CBE,Google Play
the best,5,2025-04-28 20:52:10,CBE,Google Play
"I can simply describe this app as ""Making all your work easier"".",5,2025-04-28 20:03:30,CBE,Google Play
goid,5,2025-04-28 19:58:49,CBE,Google Play
best appearance,5,2025-04-27 21:57:03,CBE,Google Play
it's very good 👍 app,5,2025-04-27 16:40:09,CBE,Google Play
abinet kutafo,1,2025-04-27 09:36:21,CBE,Google Play
I need support you,5,2025-04-27 00:36:30,CBE,Google Play
the worst Mobile banking i have ever seen in my life,1,2025-04-26 23:06:19,CBE,Google Play
Nuree mahamud,5,2025-04-26 18:25:38,CBE,Google Play
super,5,2025-04-26 16:12:32,CBE,Google Play
ጠጀጨገጀ።ጀገ,5,2025-04-26 13:34:03,CBE,Google Play
i like the app,5,2025-04-26 12:43:28,CBE,Google Play
the Best,1,2025-04-26 11:51:19,CBE,Google Play
nice,5,2025-04-26 09:52:40,CBE,Google Play
good,5,2025-04-26 02:03:26,CBE,Google Play
good,5,2025-04-25 14:23:17,CBE,Google Play
to other bank is bad,1,2025-04-25 11:12:26,CBE,Google Play
tank's,5,2025-04-25 09:22:36,CBE,Google Play
its good but add more features such like. bank statement showing,5,2025-04-24 16:34:59,CBE,Google Play
it is so nice,5,2025-04-24 15:18:02,CBE,Google Play
good,5,2025-04-21 18:27:21,CBE,Google Play
Very Good👍,5,2025-04-21 18:13:05,CBE,Google Play
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21 14:44:01,CBE,Google Play
"wow, amazing app",5,2025-04-21 13:35:11,CBE,Google Play
use ful,5,2025-04-21 11:11:23,CBE,Google Play
Great app,5,2025-04-21 11:05:41,CBE,Google Play
well app,5,2025-04-20 16:14:07,CBE,Google Play
Actually it is inactive,4,2025-04-19 22:01:42,CBE,Google Play
good,4,2025-04-19 21:10:32,CBE,Google Play
ok,2,2025-04-19 19:39:28,CBE,Google Play
best app,5,2025-04-19 17:51:50,CBE,Google Play
amazing,1,2025-04-19 16:56:43,CBE,Google Play
good,5,2025-04-19 16:14:01,CBE,Google Play
I like,5,2025-04-19 15:52:13,CBE,Google Play
"slow, only one account is used",2,2025-04-19 10:37:43,CBE,Google Play
ok,5,2025-04-19 02:03:14,CBE,Google Play
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18 21:11:57,CBE,Google Play
i like it,5,2025-04-18 21:02:33,CBE,Google Play
why removing screenshot feature why?,1,2025-04-18 18:47:21,CBE,Google Play
nice apps where network is good in connection,5,2025-04-18 17:30:08,CBE,Google Play
Thank you!!!,5,2025-04-18 14:40:52,CBE,Google Play
i can't take screenshot,1,2025-04-18 11:59:02,CBE,Google Play
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18 11:22:05,CBE,Google Play
perfectly special,5,2025-04-18 09:54:09,CBE,Google Play
Fast and Reliable,5,2025-04-18 08:32:31,CBE,Google Play
good,5,2025-04-17 21:23:35,CBE,Google Play
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17 18:58:17,CBE,Google Play
great app!!!,5,2025-04-17 10:12:46,CBE,Google Play
because sometimes it doesn't working it load too much,3,2025-04-17 09:01:39,CBE,Google Play
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17 04:08:27,CBE,Google Play
ok,3,2025-04-16 19:36:58,CBE,Google Play
very nice app ever!!!,5,2025-04-16 18:40:04,CBE,Google Play
the best app,5,2025-04-16 18:25:00,CBE,Google Play
Biometric security for mobile banking is not available,5,2025-04-16 08:57:55,CBE,Google Play
great,5,2025-04-15 20:17:23,CBE,Google Play
Nice service,5,2025-04-15 19:05:24,CBE,Google Play
great app,5,2025-04-15 18:53:26,CBE,Google Play
it's special apps,5,2025-04-15 11:31:03,CBE,Google Play
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15 08:09:02,CBE,Google Play
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14 23:37:05,CBE,Google Play
Good 🔥,5,2025-04-14 18:29:53,CBE,Google Play
very interesting app i am using every day fantastic,5,2025-04-14 14:12:07,CBE,Google Play
lebaa bank,5,2025-04-14 13:48:30,CBE,Google Play
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13 23:48:47,CBE,Google Play
OK,5,2025-04-13 19:28:45,CBE,Google Play
grateful app,5,2025-04-13 15:33:17,CBE,Google Play
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13 14:00:29,CBE,Google Play
everthing wellbeok,3,2025-04-13 10:20:40,CBE,Google Play
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13 00:37:04,CBE,Google Play
nice app 👌,5,2025-04-12 22:44:46,CBE,Google Play
why did this app is not screenshot,5,2025-04-12 21:57:56,CBE,Google Play
it so good app,5,2025-04-12 21:42:12,CBE,Google Play
the best app,3,2025-04-12 09:53:03,CBE,Google Play
جميل,5,2025-04-11 17:47:43,CBE,Google Play
"less network, specially to make fee for utility purpose",1,2025-04-11 15:04:22,CBE,Google Play
nice,5,2025-04-11 13:53:40,CBE,Google Play
simply for used,4,2025-04-11 01:44:02,CBE,Google Play
wow keep up,5,2025-04-10 19:52:15,CBE,Google Play
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10 19:18:15,CBE,Google Play
good one,5,2025-04-10 17:48:30,CBE,Google Play
best app.,5,2025-04-10 17:25:11,CBE,Google Play
everything is easy thank you cebe,5,2025-04-10 14:03:46,CBE,Google Play
ፈጣን ቀልጣፋ,5,2025-04-10 10:23:27,CBE,Google Play
good,5,2025-04-10 08:35:36,CBE,Google Play
ok,5,2025-04-10 00:09:52,CBE,Google Play
ጎበዝ,5,2025-04-09 22:39:46,CBE,Google Play
good app,5,2025-04-09 17:44:25,CBE,Google Play
but this app says can't sync,5,2025-04-09 17:09:47,CBE,Google Play
waw,5,2025-04-09 15:59:48,CBE,Google Play
to slow,3,2025-04-09 14:32:30,CBE,Google Play
work on screen shot system,4,2025-04-08 20:15:30,CBE,Google Play
very very nice aplication,1,2025-04-08 18:14:50,CBE,Google Play
Good,5,2025-04-08 17:28:38,CBE,Google Play
wonder full and it is easy to use,5,2025-04-08 15:41:25,CBE,Google Play
easy and reliable,2,2025-04-08 13:16:22,CBE,Google Play
good,5,2025-04-08 08:59:33,CBE,Google Play
it is Very Useful app 👍,5,2025-04-07 21:32:32,CBE,Google Play
very good,5,2025-04-07 18:44:24,CBE,Google Play
perfect app,5,2025-04-07 17:43:42,CBE,Google Play
I like it.,5,2025-04-07 15:58:32,CBE,Google Play
bugs,3,2025-04-07 08:41:28,CBE,Google Play
commerial Bank,5,2025-04-06 23:24:32,CBE,Google Play
Genat biru,2,2025-04-06 22:00:01,CBE,Google Play
🙏,5,2025-04-06 21:36:20,CBE,Google Play
it is good but it doesn't allow screen shot,4,2025-04-06 20:41:11,CBE,Google Play
the best one,5,2025-04-06 18:47:53,CBE,Google Play
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06 10:41:10,CBE,Google Play
bring back the screenshot feature.,1,2025-04-05 20:17:01,CBE,Google Play
Good!👍,3,2025-04-05 16:51:40,CBE,Google Play
best app to experience him that to smooth transaction among the customers,1,2025-04-05 14:33:24,CBE,Google Play
good,5,2025-04-05 09:34:22,CBE,Google Play
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05 05:18:52,CBE,Google Play
easy to use,5,2025-04-05 04:27:33,CBE,Google Play
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04 22:18:47,CBE,Google Play
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04 17:18:55,CBE,Google Play
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04 13:50:52,CBE,Google Play
cool ❤,4,2025-04-04 13:32:01,CBE,Google Play
Best app,5,2025-04-04 05:31:48,CBE,Google Play
great app,5,2025-04-03 20:30:39,CBE,Google Play
best banking App,4,2025-04-03 20:27:17,CBE,Google Play
satisfied,5,2025-04-03 18:09:34,CBE,Google Play
this app is very necessary app many people found it,5,2025-04-03 17:03:33,CBE,Google Play
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03 16:04:21,CBE,Google Play
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03 12:42:41,CBE,Google Play
excellent,5,2025-04-03 08:53:46,CBE,Google Play
perfect,5,2025-04-03 02:17:01,CBE,Google Play
thankyou,5,2025-04-02 21:36:00,CBE,Google Play
I Like it,5,2025-04-02 21:09:13,CBE,Google Play
ok,5,2025-04-02 20:08:03,CBE,Google Play
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02 16:13:34,CBE,Google Play
smart app,5,2025-04-02 14:29:55,CBE,Google Play
isin ga'a,2,2025-04-02 12:00:12,CBE,Google Play
easy to use,5,2025-04-02 07:37:27,CBE,Google Play
it's great,5,2025-04-02 04:19:30,CBE,Google Play
very good app and stars faction with work,5,2025-04-02 01:37:43,CBE,Google Play
It is excelent,5,2025-04-01 23:45:32,CBE,Google Play
Smart,5,2025-04-01 23:41:16,CBE,Google Play
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01 19:16:48,CBE,Google Play
very interesting app,5,2025-04-01 19:10:43,CBE,Google Play
i like it,5,2025-04-01 19:00:17,CBE,Google Play
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01 17:05:08,CBE,Google Play
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01 16:58:25,CBE,Google Play
Excellent🙏app,5,2025-04-01 15:09:01,CBE,Google Play
the most useful,5,2025-04-01 14:48:59,CBE,Google Play
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01 14:37:20,CBE,Google Play
Easy to use,5,2025-04-01 14:04:45,CBE,Google Play
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01 13:52:59,CBE,Google Play
Excellent !!!,5,2025-04-01 13:49:06,CBE,Google Play
always we relay on,5,2025-04-01 12:33:40,CBE,Google Play
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01 12:23:51,CBE,Google Play
it's need more improvement like Tellbirr.,4,2025-04-01 11:53:22,CBE,Google Play
goode app,5,2025-04-01 11:38:56,CBE,Google Play
a very nice app.👍👍👍,5,2025-04-01 09:58:58,CBE,Google Play
safe easy & fast,5,2025-04-01 09:56:59,CBE,Google Play
perfect,5,2025-04-01 09:51:55,CBE,Google Play
it's good app,5,2025-04-01 09:41:54,CBE,Google Play
nice,5,2025-04-01 09:34:36,CBE,Google Play
good app,5,2025-04-01 09:08:41,CBE,Google Play
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01 08:59:21,CBE,Google Play
ጥሩ ነው,5,2025-04-01 08:59:11,CBE,Google Play
እጅግ በጣም ጥሩ አፕ,5,2025-04-01 08:47:19,CBE,Google Play
good,5,2025-04-01 08:24:25,CBE,Google Play
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01 07:44:30,CBE,Google Play
suitable app,4,2025-04-01 07:44:01,CBE,Google Play
