review,rating,date,bank,source
"The app suffers from severe performance issues, particularly with response times. The backend seems to have high latency, as the OTP generation and delivery process consistently delays, even after the server acknowledges that it has been sent. API requests frequently fail, returning non-descriptive error messages that lack proper exception handling, making it difficult for users to understand the issue. I know you will gonne say""ehe yedekem hzb teche alteche"", but that it.",1,2024-09-12,DASHEN,Google Play
"The security, cool, every time OTP!! The UI, let's not talk about the UI, But how the heck it says ""offline mode is not available"" something like that, when I enter more than the max amount to transfer. Fellas i am a web dev, this is bad UX. It needs update on the UX. Will see the UI later.",3,2024-09-10,DASHEN,Google Play
Select from Sending account option not working when trying to send to other banks,2,2024-09-08,DASHEN,Google Play
It's not working,1,2024-09-08,DASHEN,Google Play
nice App,5,2024-09-07,DASHEN,Google Play
የአንደኛ ቀዳሚ ምርጫችን ዳሽን ባንክ ሁልጊዜ አንድ እርምጃ ቀዳሚ። የአሞሌ አስጠቃሚ።,5,2024-09-03,DASHEN,Google Play
በጠም ውደድኩት ስህተት ከለው በጠም መዝገቱ ደስ ብሎኛል,5,2024-08-24,DASHEN,Google Play
🔥,4,2024-08-24,DASHEN,Google Play
"Although the application is good, but, it is difficult to get out. The app does not work to get out with the back cursor . Fix it quickly.",1,2024-08-22,DASHEN,Google Play
Go,3,2024-08-21,DASHEN,Google Play
"I like thise app it is smart app,but when i make one mistake it will automatically block",5,2024-08-15,DASHEN,Google Play
Suaud,5,2024-08-05,DASHEN,Google Play
wenderfull,5,2024-08-03,DASHEN,Google Play
Nice app in Ethiopia,5,2024-08-01,DASHEN,Google Play
simply the best,5,2024-07-26,DASHEN,Google Play
Very nice mob app,3,2024-07-26,DASHEN,Google Play
"I hate this app stack and blackscreen not open as required ,normaly i resigned my job do to this app b/c our salary are depoite by dashen bank",1,2024-06-28,DASHEN,Google Play
Wow Very Nice App,5,2024-06-22,DASHEN,Google Play
Telebirr agent deposit is not working until now. Please fix it. Fix it fast.,5,2024-06-19,DASHEN,Google Play
The developers have incorporated biometric login which has made the app very convenient and user friendly. I will now increase my rating as promised,5,2024-06-15,DASHEN,Google Play
Memekaye miliyoon girmaa,3,2024-06-14,DASHEN,Google Play
This app is 🤩,5,2024-06-12,DASHEN,Google Play
Be adjusted this app is not available anytime,5,2024-06-11,DASHEN,Google Play
Super app,5,2024-06-10,DASHEN,Google Play
"Very poor app! It locked my out without any reason, does not have any conformation or screenshots . And delay when opening of the app. It is just time wasting.",1,2024-06-09,DASHEN,Google Play
Best app....,5,2024-06-06,DASHEN,Google Play
wow amole,4,2024-06-03,DASHEN,Google Play
We,1,2024-06-01,DASHEN,Google Play
Tye app is mostly good but you should make it be able to save usernames instead of typing every time i want to login,4,2024-05-31,DASHEN,Google Play
"It's good enough. But, there is slowing in beginning of the App....",5,2024-05-24,DASHEN,Google Play
"Good for safety,take long way though",5,2024-05-22,DASHEN,Google Play
😘,5,2024-05-20,DASHEN,Google Play
Bad app that not helping me the is not login,1,2024-05-18,DASHEN,Google Play
Best after removal of screelock password,5,2024-05-13,DASHEN,Google Play
"I really don't get how this is the lite version and it is bigger than the og app, ah well it is what it is ig ¯⁠\⁠_😂_⁠/⁠¯",5,2024-05-10,DASHEN,Google Play
"Dashen Bank is the gold standard of banking in Ethiopia! The mobile app makes banking convenient and efficient. Plus, the branch services is top-notch, with staff always ready to assist with a smile.",5,2024-05-10,DASHEN,Google Play
ማይ,1,2024-05-09,DASHEN,Google Play
Doesn't work most of the time,1,2024-05-09,DASHEN,Google Play
that is awesome,5,2024-05-01,DASHEN,Google Play
"It's so boring.... I don't wanna say this but this app so tough to take action. It's take long time and also it's conditional mostly it's not available, in 1 day it's work for 1 or 2 hour .... this bank so huge but de app it's not enough to define your exellence",1,2024-04-30,DASHEN,Google Play
Jafare has fyguhfiwudgg,5,2024-04-25,DASHEN,Google Play
it's fine,5,2024-04-20,DASHEN,Google Play
This app is very good Nice app people please use this app 😃☺️☺️,5,2024-04-20,DASHEN,Google Play
Wow amazing platform 🙏,5,2024-04-17,DASHEN,Google Play
"I tried to log in twice and locked me out. I tried to email them, but no one responded 🙃 please respond to our email back",1,2024-04-12,DASHEN,Google Play
Why dont update,5,2024-04-06,DASHEN,Google Play
This app is so good and its an interesting,3,2024-03-29,DASHEN,Google Play
The best easy banking app ever @ Ethiopia,5,2024-03-26,DASHEN,Google Play
Amole lite wow its more easy for use and more secured. I really its one step a head,5,2024-03-25,DASHEN,Google Play
Excellent and Easy to use.,5,2024-03-25,DASHEN,Google Play
it's good app I'm using it right now but after it have installed doesn't work fastly and again goes to update..plc fix the problem..,3,2024-03-23,DASHEN,Google Play
It's good app,5,2024-03-22,DASHEN,Google Play
Very secured app but after the last update it takes long time to start .pls minimize the start time ppl might have no patience to wait more than 30 seconds just for the app to open ..,5,2024-03-22,DASHEN,Google Play
I don't know why I have been stuck with other mobile banking systems when all I needed was amole... I loved it,5,2024-03-22,DASHEN,Google Play
Special for me,5,2024-03-21,DASHEN,Google Play
Baset app,5,2024-03-20,DASHEN,Google Play
it is good App,4,2024-03-19,DASHEN,Google Play
Nuuroo usmaan gaamilcom,5,2024-03-18,DASHEN,Google Play
Very good app,5,2024-03-17,DASHEN,Google Play
Student,5,2024-03-17,DASHEN,Google Play
Please apply!cardless cash out system🙏,2,2024-03-17,DASHEN,Google Play
it has a lot of options but it is a slowe while opning by biometric,2,2024-03-17,DASHEN,Google Play
The last update is not working correctly so i stop using this app betam huwala ker new dashen bank needs to work on its digital app teams,5,2024-03-17,DASHEN,Google Play
How to use application,5,2024-03-17,DASHEN,Google Play
cooooolllllll,5,2024-03-17,DASHEN,Google Play
I prefered you b/cs your service charge is very fair.,5,2024-03-16,DASHEN,Google Play
Excellent App And Easy To Use Every where.,5,2024-03-16,DASHEN,Google Play
ተመችቶናል,4,2024-03-16,DASHEN,Google Play
The best app,5,2024-03-16,DASHEN,Google Play
Well done Dashen Bank.,4,2024-03-16,DASHEN,Google Play
በጣም አሪፍ ነው,5,2024-03-16,DASHEN,Google Play
"The UI/UX experience is already good, but some minor tweaks in font sizes and color can take it to the top-notch level. Imagine the sheer joy and satisfaction your users will feel when they see the polished and refined interface you've created for them. Don't miss the opportunity to impress them even more with these simple yet impactful changes.",5,2024-03-12,DASHEN,Google Play
I m the one here in Dashen bank,5,2024-03-06,DASHEN,Google Play
improve more,3,2024-03-04,DASHEN,Google Play
Tremendous,5,2024-03-04,DASHEN,Google Play
ለመግባት (login) ቀርፋፋ ነው ።,1,2024-03-04,DASHEN,Google Play
I like this,3,2024-03-03,DASHEN,Google Play
Longin fails repeatedly,3,2024-02-28,DASHEN,Google Play
One of the best app I have ever seen it's simple to use,5,2024-02-26,DASHEN,Google Play
Personal scored,5,2024-02-25,DASHEN,Google Play
Welcome,4,2024-02-22,DASHEN,Google Play
Needs to be underrated. Bad service,1,2024-02-20,DASHEN,Google Play
Its nice,5,2024-02-12,DASHEN,Google Play
Mudeme,5,2024-02-12,DASHEN,Google Play
The upgraded Amole lite app is nice. I’ve loved it. But #USSD CANNOT BE ADJUSTED FOR NEW CUSTOMERS ESPECIALLY THOSE WHO DO NOT HAVE SMARTPHONES. YOU NEED TO IMPROVE THIS ONE,5,2024-02-11,DASHEN,Google Play
Past,5,2024-02-10,DASHEN,Google Play
Open,1,2024-02-09,DASHEN,Google Play
Awesome,5,2024-02-06,DASHEN,Google Play
receipt downloading is not avialable in this version,1,2024-02-05,DASHEN,Google Play
Not reliable!,1,2024-02-04,DASHEN,Google Play
The last update doesn't work when you chose account to send money on lower Android version,1,2024-02-04,DASHEN,Google Play
Exchange rate is not real,5,2024-02-03,DASHEN,Google Play
Good Security,5,2024-02-03,DASHEN,Google Play
"It's good app but i can not see the history of transactions on the app and also updated one is not good can't send always says, choose account",5,2024-02-02,DASHEN,Google Play
Its good,5,2024-02-02,DASHEN,Google Play
Happy day,4,2024-02-01,DASHEN,Google Play
"Disabled taking screenshots so there's no way to share payment confirmation screenshot with people. When you think the app couldn't get any worse, somehow these people find a way to do so.",1,2024-02-01,DASHEN,Google Play
Too technical.,1,2024-02-01,DASHEN,Google Play
🥰🥰🥰🥰,5,2024-02-01,DASHEN,Google Play
Fast and secured,5,2024-02-01,DASHEN,Google Play
Good but it need additional work it is slow in respond,3,2024-01-31,DASHEN,Google Play
My best,5,2024-01-31,DASHEN,Google Play
"l am old customer of dashen bank, i started to use this app almost for five month, in those time i didn't saw any negative on this app, its interesting and you can pay and recieve payment easily. from ethiopian banks i give five star its always seek new technology than ever bank.",5,2024-01-31,DASHEN,Google Play
Its nice please add reprint to get the receit,5,2024-01-31,DASHEN,Google Play
Amole 100%,5,2024-01-31,DASHEN,Google Play
I like it this app,4,2024-01-31,DASHEN,Google Play
Smart and best always !,5,2024-01-30,DASHEN,Google Play
Dashed Bank A...,5,2024-01-29,DASHEN,Google Play
ያማችኋል አይሰራም,1,2024-01-22,DASHEN,Google Play
since i started using this app its speed and reliability is great as well. it incorporates all technologies. I am very impressed with the modern work you are doing with little effort.,5,2024-01-22,DASHEN,Google Play
"It doesn't work, it keeps saying ""there was a problem submitting your request. Please try again later"" how come banking app service down all the time. It is very irritating.",1,2024-01-17,DASHEN,Google Play
Excellent quality Applications Dashen bank for ever,5,2024-01-15,DASHEN,Google Play
Way,5,2024-01-13,DASHEN,Google Play
This is the most ridiculous thing I have ever seen they are on maintenance everyother day,1,2023-12-31,DASHEN,Google Play
Well improved!,4,2023-12-29,DASHEN,Google Play
Keeps hanging ..,3,2023-12-24,DASHEN,Google Play
It's exceptional,5,2023-12-24,DASHEN,Google Play
Dashen Bank Amole Lite essy to use and the connection is fast.,5,2023-12-23,DASHEN,Google Play
Ita fantastic,5,2023-12-23,DASHEN,Google Play
It is best app,5,2023-12-19,DASHEN,Google Play
Top,5,2023-12-18,DASHEN,Google Play
Dashen Bank is App 🥰👌,5,2023-12-18,DASHEN,Google Play
<> መፈክራችው እና ስራችው አይገናኝም ። በጣም የሚያስጠላ app ነው። ቀድሞ ያልዘመና ነው በአጠቃላይ ጊዜ እና ገንዘብ የሚያከስር app ነው ። keep our time unless uses this app,1,2023-12-18,DASHEN,Google Play
I am very comfortable with the efficiency,5,2023-12-15,DASHEN,Google Play
"I tried to use this app for long and failed to do so. Initially, I able to use it even though with difficulty (very slow, need of login and logout) now and then. Then i couldn't use it. I tried to reset with one of the Dashen branch bank but failed",1,2023-12-11,DASHEN,Google Play
⭐️⭐️⭐️⭐️⭐️,5,2023-12-08,DASHEN,Google Play
Too slow!,1,2023-12-05,DASHEN,Google Play
a best tecnology appl.,5,2023-11-26,DASHEN,Google Play
This app no working 1 star,1,2023-11-23,DASHEN,Google Play
This app works so good. But i don't get it why it never show incoming fund transfer report? Have you notice this?,3,2023-11-23,DASHEN,Google Play
it sስሎው አፕፕ ፕሊስ ቸንግ አንድ ፋሰት,1,2023-11-22,DASHEN,Google Play
There is always room for improvement and an opportunity to adopt! keep improving and keep evolving. I would love to see external services provided by the Amole app to utilize and actively operate our banking account. Option to invest in ideas that could build Ethiopian creativity. Yosef ke Dallas,4,2023-11-22,DASHEN,Google Play
"Even though I am a long-time Dashen Bank admirer, I find this app hard to use compared to other banks' mobile apps. It has a problem refreshing account balance, I needed to log out and login to see the updated account balance. Overall, user friendliness of the app needs a serious upgrade. I will improve my rating once problems are addressed.",1,2023-11-22,DASHEN,Google Play
"very fast ,secure and simply to use i like amole",5,2023-11-15,DASHEN,Google Play
The best of the best app,5,2023-11-12,DASHEN,Google Play
ለአጠቃቀም አመቺ እና ቀላል የሆነ የሞባይል መተግበሪያ ነው ።,5,2023-11-12,DASHEN,Google Play
It is a reliable and safe application.,5,2023-11-11,DASHEN,Google Play
"Best app, it saves traveling cost plus work time forgone. Simply bank in your home and hand 🙏",5,2023-11-11,DASHEN,Google Play
It is compatible.,4,2023-11-11,DASHEN,Google Play
It's very good app but always try to open requested update...,4,2023-11-11,DASHEN,Google Play
please how can i fix my app it keep saying application error i have tried to uninstall and install again nothing has changed please help,1,2023-11-10,DASHEN,Google Play
"It is too slow application than any one of Ethiopian mobile banking apps. Please make it fast, and its feature beautiful. I am a Dashen Bank Customer and user of this app. Thank you.",2,2023-11-10,DASHEN,Google Play
Not working sometimes,3,2023-11-09,DASHEN,Google Play
The best one of the internet banking apps I've come across in Ethiopia. Only thing I would like to see added is the ability to get a receipt after the payment has been payed or transferred. Since it only gives a receipt right at the moment of payment and after that there is no way to get a receipt.,5,2023-11-08,DASHEN,Google Play
ምንድን ነው password 🔑 expired የሚለው,5,2023-10-17,DASHEN,Google Play
Worst app ever all it does is load and fail plus your customer service on front are not supporting,1,2023-10-17,DASHEN,Google Play
Best app I used it,1,2023-10-14,DASHEN,Google Play
Faster secure and best international creadite card is the frist bank ethiopian bank to apply prophational card.,5,2023-10-13,DASHEN,Google Play
Excllent,5,2023-10-07,DASHEN,Google Play
This is nice adds that I like it.,5,2023-09-30,DASHEN,Google Play
It is simple and fast.,5,2023-09-29,DASHEN,Google Play
Vary good,2,2023-09-27,DASHEN,Google Play
Amazing banking app.,5,2023-09-26,DASHEN,Google Play
Best app ever,5,2023-09-10,DASHEN,Google Play
Ashabul,5,2023-09-10,DASHEN,Google Play
Best easy and secure app thank you,5,2023-09-08,DASHEN,Google Play
Best app Ever!,5,2023-09-03,DASHEN,Google Play
"Why not we can pay bill,directly from main account, difficult to transfer repeatedly.",5,2023-09-02,DASHEN,Google Play
"Aside of some of it's major flows, the worst one yet is that it doesn't give you the full detail of your transaction history. Like the receiver's name and account number. You've to take a screenshot to document it or send it to the receiver as a confirmation.",2,2023-09-02,DASHEN,Google Play
Good app for use simple and easy,5,2023-09-01,DASHEN,Google Play
ባጠቃላይ ባንኩ እወደዋለሁኝ,5,2023-08-31,DASHEN,Google Play
"Like your slogan, you are one step ahead.",5,2023-08-31,DASHEN,Google Play
Loved,5,2023-08-30,DASHEN,Google Play
Very good app and secured,5,2023-08-28,DASHEN,Google Play
This app is so simple to use and secured. But while generating receipt or ደረሰኝ its required additional app XML viewer or PDF conversion app. Why? Can we view the receipt through jpg viewers?,4,2023-08-26,DASHEN,Google Play
Not too bad,3,2023-08-19,DASHEN,Google Play
Teribble need a lot of work to improve,1,2023-08-19,DASHEN,Google Play
ምርጥየ,5,2023-08-18,DASHEN,Google Play
Baheru ጭስ,2,2023-08-16,DASHEN,Google Play
Wawu,5,2023-08-12,DASHEN,Google Play
Thank Dashen bank,5,2023-08-12,DASHEN,Google Play
Simple and secured,5,2023-08-10,DASHEN,Google Play
its nice and easg to use.Also its unique part is very fast,5,2023-08-10,DASHEN,Google Play
It's just ewww the app overall,2,2023-08-10,DASHEN,Google Play
Love it,5,2023-08-09,DASHEN,Google Play
Good App.,5,2023-08-09,DASHEN,Google Play
Simplify.,5,2023-08-01,DASHEN,Google Play
"Abel Balcha, and Abel Solomon, sad to say what is annoying is to read your comment about password. Your comments on password tell your limited knowledge about digital security. Both comments goes against strong security policies; It is meant to protect your assets. Don't be careless on it. Reconsider your review. In a way you are telling how secure this app is. I hope Dashen will respond to disqualify your review points. It is just not fair.",4,2023-07-30,DASHEN,Google Play
good👍,4,2023-07-28,DASHEN,Google Play
"I really enjoy this app because by doing anything it could remind me and saying you logged in with this app, if is not you contact this number.. So I like it",5,2023-07-23,DASHEN,Google Play
Tell 6836,1,2023-07-22,DASHEN,Google Play
"The login should be auto filled,",3,2023-07-20,DASHEN,Google Play
የአንድ ጊዜ ምስጥር ቁጥር ቶሎ አይመጣም ብዙ ሰዓት ያስጠብቃል ማሻሻያ ይደረግ,2,2023-07-20,DASHEN,Google Play
Used balance check app,5,2023-07-14,DASHEN,Google Play
Nice so perfect,5,2023-07-06,DASHEN,Google Play
It is easy to use,5,2023-07-04,DASHEN,Google Play
This appi is 👍Good,3,2023-06-09,DASHEN,Google Play
ጥሩ ነው ግን chrom ላይ password save አድርጎ ያቆያል,5,2023-06-09,DASHEN,Google Play
Thankz,3,2023-06-08,DASHEN,Google Play
Why should change password it's not good if ur client forget password it can be exhausted for client,2,2023-06-08,DASHEN,Google Play
OTP not send on time while processing any transactions by this app.,4,2023-06-07,DASHEN,Google Play
"It is simple to use, one annoying thing is, it demands you to change passward frequently and then, when we get confused which passward we used last time, it locks you out, if you put wrong passward and then tells to go to your bank, which may be miles away. Please make the frequency of passward change less frequent.",2,2023-06-06,DASHEN,Google Play
good upp,1,2023-06-06,DASHEN,Google Play
Five star,5,2023-05-26,DASHEN,Google Play
It's amazing app use it!,5,2023-05-21,DASHEN,Google Play
"I really enjoy using the amole app simple and easy. I hope the developers add card management services like change your pin, disable card and so on other than that I enjoy using amole it's great 👍",5,2023-05-16,DASHEN,Google Play
I can't update amole lite and when I try to use the old version it can't log on to my account.,3,2023-05-13,DASHEN,Google Play
It's good and easy to user from any branch. I say Continue ahead,5,2023-05-10,DASHEN,Google Play
ፈጣን እና ምርጥ ባንክ ነው mobile banking ደሞ በታም ኣሪፍ አና ተሎ የሚደርስ ከሌላ bank የተለየ ነው ቀጥሉበት ፡፡ እናመሰግናለን,5,2023-05-05,DASHEN,Google Play
This app is not expected from a bank that says they are pioneer in adapting technology.its user interface is worst than other bank its not intuitive at all .it needs lots of work,3,2023-04-28,DASHEN,Google Play
Best Application,5,2023-04-08,DASHEN,Google Play
ለ ንግድ ስራ yamehon 6 war yamemalsew tenshe bedr eflgalhu,4,2023-03-29,DASHEN,Google Play
It`s good.but the transaction fee to other bank is too much,3,2023-03-28,DASHEN,Google Play
Gaariidha!!!,5,2023-03-26,DASHEN,Google Play
Good app it is useful for business activities .,5,2023-03-25,DASHEN,Google Play
Like,5,2023-03-24,DASHEN,Google Play
Account is locked out without any wrong password retries 3 times. Sending OTP is unnecessary because it has its own username and password.we can not make transfer without having SIM card on hands.if it require SIM card why we not use USSD no need of app instead .it makes discomfort for using,3,2023-03-20,DASHEN,Google Play
Good and reliable service,5,2023-03-19,DASHEN,Google Play
"Best app I have ever seen woderfull, always one step ahead.",5,2023-03-19,DASHEN,Google Play
Good apps,5,2023-03-19,DASHEN,Google Play
Good application for people needs,5,2023-03-18,DASHEN,Google Play
What the hell are you doing. How can you release an app update and completely ruin everything. I can even login to begin with. You took it from a 5 to a 1.,1,2023-03-18,DASHEN,Google Play
comfortable,5,2023-03-18,DASHEN,Google Play
